run_accession	fastq_ftp	lane	sample	condition
ERR458945	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458945/ERR458945.fastq.gz	5	SA-PE-054	wt
ERR458946	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458946/ERR458946.fastq.gz	6	SA-PE-054	wt
ERR458947	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458947/ERR458947.fastq.gz	7	SA-PE-054	wt
ERR458948	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458948/ERR458948.fastq.gz	1	SA-PE-003	wt
ERR458949	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458949/ERR458949.fastq.gz	2	SA-PE-003	wt
ERR458950	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458950/ERR458950.fastq.gz	3	SA-PE-003	wt
ERR458951	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458951/ERR458951.fastq.gz	4	SA-PE-003	wt
ERR458952	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458952/ERR458952.fastq.gz	5	SA-PE-003	wt
ERR458953	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458953/ERR458953.fastq.gz	6	SA-PE-003	wt
ERR458954	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458954/ERR458954.fastq.gz	7	SA-PE-003	wt
ERR458955	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458955/ERR458955.fastq.gz	1	SA-PE-045	wt
ERR458956	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458956/ERR458956.fastq.gz	2	SA-PE-045	wt
ERR458957	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458957/ERR458957.fastq.gz	3	SA-PE-045	wt
ERR458958	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458958/ERR458958.fastq.gz	4	SA-PE-045	wt
ERR458959	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458959/ERR458959.fastq.gz	5	SA-PE-045	wt
ERR458960	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458960/ERR458960.fastq.gz	6	SA-PE-045	wt
ERR458961	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458961/ERR458961.fastq.gz	7	SA-PE-045	wt
ERR458962	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458962/ERR458962.fastq.gz	1	SA-PE-052	wt
ERR458963	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458963/ERR458963.fastq.gz	2	SA-PE-052	wt
ERR458964	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458964/ERR458964.fastq.gz	3	SA-PE-052	wt
ERR458965	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458965/ERR458965.fastq.gz	4	SA-PE-052	wt
ERR458966	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458966/ERR458966.fastq.gz	5	SA-PE-052	wt
ERR458967	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458967/ERR458967.fastq.gz	6	SA-PE-052	wt
ERR458968	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458968/ERR458968.fastq.gz	7	SA-PE-052	wt
ERR458969	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458969/ERR458969.fastq.gz	1	SA-PE-009	wt
ERR458970	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458970/ERR458970.fastq.gz	2	SA-PE-009	wt
ERR458971	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458971/ERR458971.fastq.gz	3	SA-PE-009	wt
ERR458972	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458972/ERR458972.fastq.gz	4	SA-PE-009	wt
ERR458973	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458973/ERR458973.fastq.gz	5	SA-PE-009	wt
ERR458974	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458974/ERR458974.fastq.gz	6	SA-PE-009	wt
ERR458975	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458975/ERR458975.fastq.gz	7	SA-PE-009	wt
ERR458976	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458976/ERR458976.fastq.gz	1	SA-PE-092	wt
ERR458977	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458977/ERR458977.fastq.gz	2	SA-PE-092	wt
ERR458978	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458978/ERR458978.fastq.gz	3	SA-PE-092	wt
ERR458979	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458979/ERR458979.fastq.gz	4	SA-PE-092	wt
ERR458980	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458980/ERR458980.fastq.gz	5	SA-PE-092	wt
ERR458981	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458981/ERR458981.fastq.gz	6	SA-PE-092	wt
ERR458982	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458982/ERR458982.fastq.gz	7	SA-PE-092	wt
ERR458983	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458983/ERR458983.fastq.gz	1	SA-PE-066	wt
ERR458984	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458984/ERR458984.fastq.gz	2	SA-PE-066	wt
ERR458985	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458985/ERR458985.fastq.gz	3	SA-PE-066	wt
ERR458986	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458986/ERR458986.fastq.gz	4	SA-PE-066	wt
ERR458987	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458987/ERR458987.fastq.gz	5	SA-PE-066	wt
ERR458988	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458988/ERR458988.fastq.gz	6	SA-PE-066	wt
ERR458989	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458989/ERR458989.fastq.gz	7	SA-PE-066	wt
ERR458990	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458990/ERR458990.fastq.gz	1	SA-PE-048	wt
ERR458991	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458991/ERR458991.fastq.gz	2	SA-PE-048	wt
ERR458992	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458992/ERR458992.fastq.gz	3	SA-PE-048	wt
ERR458993	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458993/ERR458993.fastq.gz	4	SA-PE-048	wt
ERR458994	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458994/ERR458994.fastq.gz	5	SA-PE-048	wt
ERR458995	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458995/ERR458995.fastq.gz	6	SA-PE-048	wt
ERR458996	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458996/ERR458996.fastq.gz	7	SA-PE-048	wt
ERR458997	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458997/ERR458997.fastq.gz	1	SA-PE-083	wt
ERR458998	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458998/ERR458998.fastq.gz	2	SA-PE-083	wt
ERR458999	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458999/ERR458999.fastq.gz	3	SA-PE-083	wt
ERR459000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459000/ERR459000.fastq.gz	4	SA-PE-083	wt
ERR459001	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459001/ERR459001.fastq.gz	5	SA-PE-083	wt
ERR459002	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459002/ERR459002.fastq.gz	6	SA-PE-083	wt
ERR459003	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459003/ERR459003.fastq.gz	7	SA-PE-083	wt
ERR459004	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459004/ERR459004.fastq.gz	1	SA-PE-090	wt
ERR459005	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459005/ERR459005.fastq.gz	2	SA-PE-090	wt
ERR459006	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459006/ERR459006.fastq.gz	3	SA-PE-090	wt
ERR459007	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459007/ERR459007.fastq.gz	4	SA-PE-090	wt
ERR459008	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459008/ERR459008.fastq.gz	5	SA-PE-090	wt
ERR459009	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459009/ERR459009.fastq.gz	6	SA-PE-090	wt
ERR459010	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459010/ERR459010.fastq.gz	7	SA-PE-090	wt
ERR459011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459011/ERR459011.fastq.gz	1	SA-PE-062	wt
ERR459012	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459012/ERR459012.fastq.gz	2	SA-PE-062	wt
ERR459013	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459013/ERR459013.fastq.gz	3	SA-PE-062	wt
ERR459014	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459014/ERR459014.fastq.gz	4	SA-PE-062	wt
ERR459015	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459015/ERR459015.fastq.gz	5	SA-PE-062	wt
ERR459016	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459016/ERR459016.fastq.gz	6	SA-PE-062	wt
ERR459017	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459017/ERR459017.fastq.gz	7	SA-PE-062	wt
ERR459018	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459018/ERR459018.fastq.gz	1	SA-PE-067	wt
ERR459019	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459019/ERR459019.fastq.gz	2	SA-PE-067	wt
ERR459020	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459020/ERR459020.fastq.gz	3	SA-PE-067	wt
ERR459021	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459021/ERR459021.fastq.gz	4	SA-PE-067	wt
ERR459022	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459022/ERR459022.fastq.gz	5	SA-PE-067	wt
ERR459023	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459023/ERR459023.fastq.gz	6	SA-PE-067	wt
ERR459024	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459024/ERR459024.fastq.gz	7	SA-PE-067	wt
ERR459025	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459025/ERR459025.fastq.gz	1	SA-PE-036	wt
ERR459026	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459026/ERR459026.fastq.gz	2	SA-PE-036	wt
ERR459027	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459027/ERR459027.fastq.gz	3	SA-PE-036	wt
ERR459028	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459028/ERR459028.fastq.gz	4	SA-PE-036	wt
ERR459029	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459029/ERR459029.fastq.gz	5	SA-PE-036	wt
ERR459030	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459030/ERR459030.fastq.gz	6	SA-PE-036	wt
ERR459031	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459031/ERR459031.fastq.gz	7	SA-PE-036	wt
ERR459032	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459032/ERR459032.fastq.gz	1	SA-PE-069	wt
ERR459033	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459033/ERR459033.fastq.gz	2	SA-PE-069	wt
ERR459034	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459034/ERR459034.fastq.gz	3	SA-PE-069	wt
ERR459035	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459035/ERR459035.fastq.gz	4	SA-PE-069	wt
ERR459036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459036/ERR459036.fastq.gz	5	SA-PE-069	wt
ERR459037	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459037/ERR459037.fastq.gz	6	SA-PE-069	wt
ERR459038	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459038/ERR459038.fastq.gz	7	SA-PE-069	wt
ERR459039	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459039/ERR459039.fastq.gz	1	SA-PE-061	wt
ERR459040	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459040/ERR459040.fastq.gz	2	SA-PE-061	wt
ERR459041	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459041/ERR459041.fastq.gz	3	SA-PE-061	wt
ERR459042	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459042/ERR459042.fastq.gz	4	SA-PE-061	wt
ERR459043	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459043/ERR459043.fastq.gz	5	SA-PE-061	wt
ERR459044	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459044/ERR459044.fastq.gz	6	SA-PE-061	wt
ERR459045	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459045/ERR459045.fastq.gz	7	SA-PE-061	wt
ERR459046	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459046/ERR459046.fastq.gz	1	SA-PE-008	wt
ERR459047	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459047/ERR459047.fastq.gz	2	SA-PE-008	wt
ERR459048	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459048/ERR459048.fastq.gz	3	SA-PE-008	wt
ERR459049	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459049/ERR459049.fastq.gz	4	SA-PE-008	wt
ERR459050	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459050/ERR459050.fastq.gz	5	SA-PE-008	wt
ERR459051	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459051/ERR459051.fastq.gz	6	SA-PE-008	wt
ERR459052	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459052/ERR459052.fastq.gz	7	SA-PE-008	wt
ERR459053	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459053/ERR459053.fastq.gz	1	SA-PE-041	wt
ERR459054	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459054/ERR459054.fastq.gz	2	SA-PE-041	wt
ERR459055	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459055/ERR459055.fastq.gz	3	SA-PE-041	wt
ERR459056	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459056/ERR459056.fastq.gz	4	SA-PE-041	wt
ERR459057	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459057/ERR459057.fastq.gz	5	SA-PE-041	wt
ERR459058	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459058/ERR459058.fastq.gz	6	SA-PE-041	wt
ERR459059	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459059/ERR459059.fastq.gz	7	SA-PE-041	wt
ERR459060	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459060/ERR459060.fastq.gz	1	SA-PE-064	wt
ERR459061	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459061/ERR459061.fastq.gz	2	SA-PE-064	wt
ERR459062	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459062/ERR459062.fastq.gz	3	SA-PE-064	wt
ERR459063	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459063/ERR459063.fastq.gz	4	SA-PE-064	wt
ERR459064	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459064/ERR459064.fastq.gz	5	SA-PE-064	wt
ERR459065	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459065/ERR459065.fastq.gz	6	SA-PE-064	wt
ERR459066	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459066/ERR459066.fastq.gz	7	SA-PE-064	wt
ERR459067	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459067/ERR459067.fastq.gz	1	SA-PE-068	wt
ERR459068	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459068/ERR459068.fastq.gz	2	SA-PE-068	wt
ERR459069	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459069/ERR459069.fastq.gz	3	SA-PE-068	wt
ERR459070	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459070/ERR459070.fastq.gz	4	SA-PE-068	wt
ERR459071	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459071/ERR459071.fastq.gz	5	SA-PE-068	wt
ERR459072	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459072/ERR459072.fastq.gz	6	SA-PE-068	wt
ERR459073	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459073/ERR459073.fastq.gz	7	SA-PE-068	wt
ERR459074	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459074/ERR459074.fastq.gz	1	SA-PE-027	wt
ERR459075	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459075/ERR459075.fastq.gz	2	SA-PE-027	wt
ERR459076	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459076/ERR459076.fastq.gz	3	SA-PE-027	wt
ERR459077	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459077/ERR459077.fastq.gz	4	SA-PE-027	wt
ERR459078	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459078/ERR459078.fastq.gz	5	SA-PE-027	wt
ERR459079	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459079/ERR459079.fastq.gz	6	SA-PE-027	wt
ERR459080	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459080/ERR459080.fastq.gz	7	SA-PE-027	wt
ERR459081	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459081/ERR459081.fastq.gz	1	SA-PE-043	wt
ERR459082	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459082/ERR459082.fastq.gz	2	SA-PE-043	wt
ERR459083	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459083/ERR459083.fastq.gz	3	SA-PE-043	wt
ERR459084	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459084/ERR459084.fastq.gz	4	SA-PE-043	wt
ERR459085	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459085/ERR459085.fastq.gz	5	SA-PE-043	wt
ERR459086	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459086/ERR459086.fastq.gz	6	SA-PE-043	wt
ERR459087	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459087/ERR459087.fastq.gz	7	SA-PE-043	wt
ERR459088	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459088/ERR459088.fastq.gz	1	SA-PE-095	wt
ERR459089	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459089/ERR459089.fastq.gz	2	SA-PE-095	wt
ERR459090	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459090/ERR459090.fastq.gz	3	SA-PE-095	wt
ERR459091	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459091/ERR459091.fastq.gz	4	SA-PE-095	wt
ERR459092	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459092/ERR459092.fastq.gz	5	SA-PE-095	wt
ERR459093	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459093/ERR459093.fastq.gz	6	SA-PE-095	wt
ERR459094	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459094/ERR459094.fastq.gz	7	SA-PE-095	wt
ERR459095	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459095/ERR459095.fastq.gz	1	SA-PE-088	wt
ERR459096	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459096/ERR459096.fastq.gz	2	SA-PE-088	wt
ERR459097	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459097/ERR459097.fastq.gz	3	SA-PE-088	wt
ERR459098	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459098/ERR459098.fastq.gz	4	SA-PE-088	wt
ERR459099	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459099/ERR459099.fastq.gz	5	SA-PE-088	wt
ERR459100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459100/ERR459100.fastq.gz	6	SA-PE-088	wt
ERR459101	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459101/ERR459101.fastq.gz	7	SA-PE-088	wt
ERR459102	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459102/ERR459102.fastq.gz	1	SA-PE-076	wt
ERR459103	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459103/ERR459103.fastq.gz	2	SA-PE-076	wt
ERR459104	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459104/ERR459104.fastq.gz	3	SA-PE-076	wt
ERR459105	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459105/ERR459105.fastq.gz	4	SA-PE-076	wt
ERR459106	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459106/ERR459106.fastq.gz	5	SA-PE-076	wt
ERR459107	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459107/ERR459107.fastq.gz	6	SA-PE-076	wt
ERR459108	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459108/ERR459108.fastq.gz	7	SA-PE-076	wt
ERR459109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459109/ERR459109.fastq.gz	1	SA-PE-032	wt
ERR459110	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459110/ERR459110.fastq.gz	2	SA-PE-032	wt
ERR459111	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459111/ERR459111.fastq.gz	3	SA-PE-032	wt
ERR459112	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459112/ERR459112.fastq.gz	4	SA-PE-032	wt
ERR459113	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459113/ERR459113.fastq.gz	5	SA-PE-032	wt
ERR459114	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459114/ERR459114.fastq.gz	6	SA-PE-032	wt
ERR459115	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459115/ERR459115.fastq.gz	7	SA-PE-032	wt
ERR459116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459116/ERR459116.fastq.gz	1	SA-PE-063	wt
ERR459117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459117/ERR459117.fastq.gz	2	SA-PE-063	wt
ERR459118	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459118/ERR459118.fastq.gz	3	SA-PE-063	wt
ERR459119	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459119/ERR459119.fastq.gz	4	SA-PE-063	wt
ERR459120	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459120/ERR459120.fastq.gz	5	SA-PE-063	wt
ERR459121	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459121/ERR459121.fastq.gz	6	SA-PE-063	wt
ERR459122	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459122/ERR459122.fastq.gz	7	SA-PE-063	wt
ERR459123	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459123/ERR459123.fastq.gz	1	SA-PE-007	wt
ERR459124	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459124/ERR459124.fastq.gz	2	SA-PE-007	wt
ERR459125	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459125/ERR459125.fastq.gz	3	SA-PE-007	wt
ERR459126	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459126/ERR459126.fastq.gz	4	SA-PE-007	wt
ERR459127	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459127/ERR459127.fastq.gz	5	SA-PE-007	wt
ERR459128	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459128/ERR459128.fastq.gz	6	SA-PE-007	wt
ERR459129	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459129/ERR459129.fastq.gz	7	SA-PE-007	wt
ERR459130	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459130/ERR459130.fastq.gz	1	SA-PE-087	wt
ERR459131	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459131/ERR459131.fastq.gz	2	SA-PE-087	wt
ERR459132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459132/ERR459132.fastq.gz	3	SA-PE-087	wt
ERR459133	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459133/ERR459133.fastq.gz	4	SA-PE-087	wt
ERR459134	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459134/ERR459134.fastq.gz	5	SA-PE-087	wt
ERR459135	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459135/ERR459135.fastq.gz	6	SA-PE-087	wt
ERR459136	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459136/ERR459136.fastq.gz	7	SA-PE-087	wt
ERR459137	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459137/ERR459137.fastq.gz	1	SA-PE-005	wt
ERR459138	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459138/ERR459138.fastq.gz	2	SA-PE-005	wt
ERR459139	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459139/ERR459139.fastq.gz	3	SA-PE-005	wt
ERR459140	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459140/ERR459140.fastq.gz	4	SA-PE-005	wt
ERR459141	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459141/ERR459141.fastq.gz	5	SA-PE-005	wt
ERR459142	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459142/ERR459142.fastq.gz	6	SA-PE-005	wt
ERR459143	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459143/ERR459143.fastq.gz	7	SA-PE-005	wt
ERR459144	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459144/ERR459144.fastq.gz	1	SA-PE-018	wt
ERR459145	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459145/ERR459145.fastq.gz	2	SA-PE-018	wt
ERR459146	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459146/ERR459146.fastq.gz	3	SA-PE-018	wt
ERR459147	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459147/ERR459147.fastq.gz	4	SA-PE-018	wt
ERR459148	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459148/ERR459148.fastq.gz	5	SA-PE-018	wt
ERR459149	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459149/ERR459149.fastq.gz	6	SA-PE-018	wt
